code,service_term,level
RR-8800.6400,Psychiatric Aftercare Services,4
RR-8800.6500,Psychiatric Resocialization,4
RX,Substance Abuse Services,2
RX-0400,Assessment for Substance Abuse,3
RX-0400.1500,Central Intake/Assessment for Substance Abuse,4
RX-0400.1500-150,Central Intake/Assessment for Alcohol Abuse,5
RX-0400.1500-180,Central Intake/Assessment for Drug Abuse,5
RX-0400.1600,Court Ordered DUI Evaluations,4
RX-0400.1850,Drug/Alcohol Testing,4
RX-0400.2500,General Assessment for Substance Abuse,4
RX-0400.3000,Home Drug Testing Kits,4
RX-0400.7900,Substance Abuse Related Outpatient Observation Services,4
RX-0400.8000,Substance Abuse Screening,4
RX-0400.8200,Substance Abuse Treatment Orders,4
RX-1700,Detoxification,3
RX-1700.0500,Alcohol Detoxification,4
RX-1700.0500-330,Inpatient Medically Assisted Alcohol Detoxification,5
RX-1700.0500-600,Non-Medically Assisted Alcohol Detoxification,5
RX-1700.0500-650,Outpatient Medically Assisted Alcohol Detoxification,5
RX-1700.1700,Drug Detoxification,4
RX-1700.1700-330,Inpatient Drug Detoxification,5
RX-1700.1700-500,Opioid Detoxification,5
RX-1700.1700-650,Outpatient Drug Detoxification,5
RX-1700.1700-800,Social Model Drug Detoxification,5
RX-1750,DUI Offender Programs,3
RX-1750.1800,DUI Victim Panels,4
RX-1750.2000,First Offender DUI Programs,4
RX-1750.3300,Ignition Interlock Device Programs,4
RX-1750.3500,Juvenile DUI Programs,4
RX-1750.5000,Multiple Offender DUI Programs,4
RX-5100,Minor in Possession Offender Programs,3
RX-8250,Substance Abuse Education/Prevention,3
RX-8250.0500,Alcohol Abuse Education/Prevention,4
RX-8250.0550,Alcohol/Drug Impaired Driving Prevention,4
RX-8250.1700,Drug Abuse Education/Prevention,4
RX-8250.8000,Smoking Education/Prevention,4
RX-8450,Substance Abuse Treatment Programs,3
RX-8450.0500,Antabuse Programs,4
RX-8450.1150,Comprehensive Outpatient Substance Abuse Treatment,4
RX-8450.1150-150,Comprehensive Outpatient Alcoholism Treatment,5
RX-8450.1150-180,Comprehensive Outpatient Drug Abuse Treatment,5
RX-8450.3300,Inpatient Substance Abuse Treatment Facilities,4
RX-8450.3300-300,Inpatient Alcoholism Treatment Facilities,5
RX-8450.3300-350,Inpatient Drug Abuse Treatment Facilities,5
RX-8450.5000,Medication Assisted Maintenance Treatment for Opioid Addiction,4
RX-8450.5000-500,Methadone Maintenance,5
RX-8450.5000-800,Suboxone/Subutex Maintenance Treatment,5
RX-8450.6600,Perinatal Substance Abuse Treatment,4
RX-8450.6600-600,Perinatal Alcoholism Treatment,5
RX-8450.6600-650,Perinatal Drug Abuse Treatment,5
RX-8450.7000,Residential Substance Abuse Treatment Facilities,4
RX-8450.7000-700,Residential Alcoholism Treatment Facilities,5
RX-8450.7000-750,Residential Drug Abuse Treatment Facilities,5
RX-8450.7900,Smoking Cessation,4
RX-8450.8000,Substance Abuse Counseling,4
RX-8450.8000-050,Alcoholism Counseling,5
RX-8450.8000-180,Drug Abuse Counseling,5
RX-8450.8100,Substance Abuse Day Treatment,4
RX-8450.8100-050,Alcoholism Day Treatment,5
RX-8450.8100-180,Drug Day Treatment,5
RX-8470,Supportive Substance Abuse Services,3
RX-8470.3500,Interim Substance Abuse Services,4
RX-8470.6700,Public Inebriate Transportation,4
RX-8470.6900,Relapse Prevention Programs,4
RX-8470.7000,Residences for Chronic Substance Abusers,4
RX-8470.8100,Smoking Cessation Support,4
RX-8470.8200,Substance Abuse Crisis Intervention,4
RX-8470.8200-050,Alcohol Related Crisis Intervention,5
RX-8470.8200-180,Drug Related Crisis Intervention,5
RX-8470.8250,Substance Abuse Drop In Services,4
RX-8470.8250-050,Alcoholism Drop In Services,5
RX-8470.8250-180,Drug Drop In Services,5
RX-8470.8350,Substance Abuse Hotlines,4
RX-8470.8350-050,Alcoholism Hotlines,5
RX-8470.8350-180,Drug Abuse Hotlines,5
RX-8470.8400,Substance Abuse Intervention Programs,4
RX-8470.8600,Substance Abuse Referrals,4
RX-8470.8600-050,Alcoholism Referrals,5
RX-8470.8600-180,Drug Abuse Referrals,5
RX-8470.8900,Substance Abuse Treatment Expense Assistance,4
RX-8470.8900-050,Alcoholism Treatment Expense Assistance,5
RX-8470.8900-180,Drug Abuse Treatment Expense Assistance,5
RX-8500,Transitional Residential Substance Abuse Services,3
RX-8500.6500,Recovery Homes/Halfway Houses,4
RX-8500.6500-050,Alcoholism Related Recovery Homes/Halfway Houses,5
RX-8500.6500-180,Drug Related Recovery Homes/Halfway Houses,5
RX-8500.8000,Sober Living Homes,4
RX-8500.8000-800,Sober Living Homes for Recovering Alcoholics,5
RX-8500.8000-830,Sober Living Homes for Recovering Drug Abusers,5
T,Organizational/Community/International Services,1
TA,Arts and Culture,2
TA-0400,Artist Services,3
TA-0400.0350,Artist Communities,4
TA-0400.0390,Artist Relief Funds,4
TA-0400.0400,Artist in Residence Programs,4
TA-0400.0500,Artist Registries,4
TA-0400.0500-800,Slide Registries,5
TA-0400.0900,Exhibit Space for Artists,4
TA-0400.8000,Studio Space for Artists,4
TA-0400.8500,Touring Assistance Programs,4
TA-0480,Arts Centers,3
TA-0500,Arts Festivals,3
TA-1400,Circuses,3
TA-1550,Cultural Heritage Programs,3
TA-1550.2000,Ethnic/Cultural Festivals,4
TA-1700,Dance Performances,3
TA-1700.1000,Ballet Performances,4
TA-1700.1800,Dance Recitals,4
TA-1700.2000,Folk/Ethnic Dance Performances,4
TA-1700.5000,Modern Dance Performances,4
TA-1700.8000,Senior Dance Troupe Performances,4
TA-1850,Eclectic Performances/Stage Acts,3
TA-1850.0500,Acrobatics Performances,4
TA-1850.1500,Clowning,4
TA-1850.2000,Daredevil Acts,4
TA-1850.2500,Escape Artist Acts,4
TA-1850.2600,Fortune Tellers,4
TA-1850.3000,Impersonation Acts,4
TA-1850.3500,Juggling Acts,4
TA-1850.4500,Light and Sound Presentations,4
TA-1850.5000,Magic Shows,4
TA-1850.8000,Stage Hypnotist Acts,4
TA-1850.8500,Storytelling,4
TA-1850.9000,Ventriloquism Acts,4
TA-2000,Film Presentations,3
TA-2800,Historic Preservation,3
TA-2800.0300,Art Conservation/Preservation,4
TA-2800.0600,Art Curatorial Clinics,4
TA-2800.0900,Art/Collectibles Appraisal Services,4
TA-2800.2000,Film Preservation,4
TA-2800.3000,Historic Burial Site Preservation,4
TA-2800.3500,Historic Landmark Preservation,4
TA-2800.4000,Historical Markers,4
TA-2800.5000,Memorials/Monuments Sponsorship,4
TA-2850,Historical Societies,3
TA-3000,Humanities Activities/Events,3
TA-3000.0750,Book Distribution Programs,4
TA-3000.0800,Book Fairs,4
TA-3000.0900,Book Readings,4
TA-3000.1000,Book Signings,4
TA-3000.4500,Local History Programs,4
TA-3000.5900,Oral History Programs,4
TA-3000.6000,Poetry Readings,4
TA-3000.6500,Public Lectures/Discussions,4
TA-3300,Ice Skating Performances,3
TA-5500,Museums,3
TA-5500.0300,Agricultural Museums,4
TA-5500.0500,Art Museums,4
TA-5500.1500,Children's Museums,4
TA-5500.2000,Firefighting Museums,4
TA-5500.2150,Food and Wine Museums,4
TA-5500.3000,History Museums,4
TA-5500.3000-100,Costume and Textile Museums,5
TA-5500.3000-150,Cultural Museums,5
TA-5500.3000-300,Historic House Museums,5
TA-5500.3000-400,Living History Museums,5
TA-5500.3000-450,Local/Regional History Museums,5
TA-5500.3200,Hobbyist/Collectibles Museums,4
TA-5500.3300,Horology Museums,4
TA-5500.4300,Labor and Industry Museums,4
TA-5500.4550,Literary Museums,4
TA-5500.5000,Marine/Maritime Museums,4
TA-5500.5200,Media Museums,4
TA-5500.5250,Medical Museums,4
TA-5500.5500,Military Museums,4
TA-5500.5800,Money/Numismatics Museums,4
TA-5500.6000,Motion Picture Museums,4
TA-5500.6150,Music Museums,4
TA-5500.6500,Natural History Museums,4
TA-5500.6800,Park Museums and Visitor Centers,4
TA-5500.7000,Philatelic Museums,4
TA-5500.7500,Planetariums/Observatories,4
TA-5500.7700,Religious Museums,4
TA-5500.8000,Science and Technology Museums,4
TA-5500.8300,Sports Museums,4
TA-5500.8800,Theater/Performing Arts Museums,4
TA-5500.8900,Toy and Doll Museums,4
TA-5500.9000,Transportation Museums,4
TA-5500.9000-040,Automotive Museums,5
TA-5500.9000-070,Aviation Museums,5
TA-5500.9000-100,Bicycle Museums,5
TA-5500.9000-700,Railroad Museums,5
TA-5500.9500,Wax Museums,4
TA-5750,Music Performances,3
TA-5750.0500,Band Concerts,4
TA-5750.0700,Big Band Music Concerts,4
TA-5750.0800,Blues Concerts,4
TA-5750.1000,Choral Music Performances,4
TA-5750.1200,Classical Concerts,4
TA-5750.1200-150,Chamber Music Performances,5
TA-5750.1200-650,Orchestral Performances,5
TA-5750.1800,Country Concerts,4
TA-5750.2000,Ethnic Music Concerts,4
TA-5750.2300,Folk Music Concerts,4
TA-5750.3500,Jazz Concerts,4
TA-5750.5000,Music Recitals,4
TA-5750.6000,New Age Music Concerts,4
TA-5750.6500,Patriotic/Military Music Concerts,4
TA-5750.7000,Rhythm and Blues Concerts,4
TA-5750.7500,Rock Concerts,4
TA-6500,Opera Performances,3
TA-6800,Performing Arts Facilities,3
TA-6800.1000,Band Shells,4
TA-6800.1500,Concert Halls/Amphitheaters,4
TA-6800.5000,Multipurpose Performing Arts Centers,4
TA-6800.6000,Opera Halls,4
TA-6800.6300,Playhouses,4
TA-8500,Theater Performances,3
TA-8500.1200,Children's Theater Productions,4
TA-8500.1600,Dinner Theater,4
TA-8500.1800,Ethnic Theater Productions,4
TA-8500.2000,Forum Theater,4
TA-8500.5000,Mime Productions,4
TA-8500.5500,Musicals/Light Opera Productions,4
TA-8500.5900,Pantomime Productions,4
TA-8500.6000,Performance Art,4
TA-8500.6500,Puppet Shows,4
TA-8500.8000,Stage Productions,4
TA-8500.9000,Variety Shows,4
TA-9000,Visual Arts,3
TA-9000.0300,Art Galleries/Exhibits,4
TA-9000.0300-050,Architectural Exhibits,5
TA-9000.0300-100,Ceramics Exhibits,5
TA-9000.0300-130,Children's Art Exhibits,5
TA-9000.0300-180,Folk/Ethnic Art Exhibits,5
TA-9000.0300-240,General Art Galleries/Exhibits,5
TA-9000.0300-250,Glass Art Exhibits,5
TA-9000.0300-280,Graphic/Digital Art Exhibits,5
TA-9000.0300-350,Jewelry Exhibits,5
TA-9000.0300-500,Metal Art Exhibits,5
TA-9000.0300-650,Painting/Drawing Exhibits,5
TA-9000.0300-660,Paper Art Exhibits,5
TA-9000.0300-680,Photography Exhibits,5
TA-9000.0300-800,Sculpture Exhibits,5
TA-9000.0300-830,Specialty Galleries/Exhibits,5
TA-9000.0300-850,Stained Glass Exhibits,5
TA-9000.0300-900,Textile/Fiber Art Exhibits,5
TA-9000.0300-930,Traveling Exhibitions,5
TA-9000.0300-950,Virtual Exhibitions,5
TA-9000.0300-960,Wood Art Exhibits,5
TA-9000.7100,Public Art Programs,4
TB,Community Economic Development and Finance,2
TB-0700,Banking and Financial Services,3
TB-0700.2050,Financial Institutions,4
TB-0700.2050-020,Accounting Firms,5
TB-0700.2050-100,Banks/Savings and Loans,5
TB-0700.2050-110,Bill Payment Locations,5
TB-0700.2050-120,Brokerage Firms,5
TB-0700.2050-150,Check Cashing Services,5
TB-0700.2050-155,Collection/Repossession Agencies,5
TB-0700.2050-165,Consumer Finance Companies,5
TB-0700.2050-180,Credit Unions,5
TB-0700.2050-250,Government Sponsored Enterprises,5
TB-0700.2050-330,Insurance Companies,5
TB-0700.2050-500,Mutual Fund Companies,5
TB-0700.2100,Financial Services,4
TB-0700.2100-050,ATM Services,5
TB-0700.2100-145,Checking/Savings Accounts,5
TB-0700.2100-150,Credit Cards,5
TB-0700.2100-175,Debit Cards,5
TB-0700.2100-178,Disability Savings Accounts,5
TB-0700.2100-180,Education Savings Accounts,5
TB-0700.2100-190,Electronic Transfer Accounts,5
TB-0700.2100-200,Foreign Currency Exchange,5
TB-0700.2100-300,Health Savings Accounts,5
TB-0700.2100-330,Individual Development Accounts,5
TB-0700.2100-450,Matricula Accounts,5
TB-0700.2100-500,Money Orders,5
TB-0700.2100-650,Personal Lines of Credit,5
TB-0700.2100-800,Savings Bonds,5
TB-0700.2100-820,State College Tuition Plans,5
TB-0700.2200,Funding,4
TB-0700.2200-150,Capital Support,5
TB-0700.2200-150.10,Building Acquisition/Construction/Renovation Funds,6
TB-0700.2200-150.20,Equipment Funds,6
TB-0700.2200-150.45,Land Acquisition Funds,6
TB-0700.2200-160,Debt Reduction Funds,5
TB-0700.2200-170,Emergency Funds,5
TB-0700.2200-180,Endowment Funds,5
TB-0700.2200-185,For Profit Subsidiaries,5
TB-0700.2200-185.60,Nonprofit Retail Stores,6
TB-0700.2200-190,Fundraising Campaigns,5
TB-0700.2200-200,Fundraising Product Wholesalers,5
TB-0700.2200-250,General/Operating Funds,5
TB-0700.2200-330,In Kind Contributions,5
TB-0700.2200-335,Institutional Scholarship Funds,5
TB-0700.2200-340,Instructional Support Funds,5
TB-0700.2200-660,Program Development Funds,5
TB-0700.2200-700,Research Funds,5
TB-0700.2200-800,Seed Money,5
TB-0700.2200-850,Technical Assistance Funds,5
TB-0700.2200-950,Wage Subsidy Funds,5
TB-0900,Business Development,3
TB-0900.0600,Business Assistance Centers,4
TB-0900.0650,Business Assistance Services,4
TB-0900.0650-060,Business Consulting Services,5
TB-0900.0650-100,Business Incubators,5
TB-0900.0650-110,Business Licensing Assistance,5
TB-0900.0650-150,Customized Training for Employees,5
TB-0900.0650-200,Entrepreneurial Training,5
TB-0900.0650-230,Export/Trade Development,5
TB-0900.0650-250,Government Contract Procurement Assistance,5
TB-0900.0650-450,Labor Market Information,5
TB-0900.0650-500,Microenterprise Development/Support,5
TB-0900.1000,Business Financing,4
TB-0900.1000-400,Microenterprise Financing,5
TB-0900.1000-500,Minority Business Financing,5
TB-0900.1000-800,Small Business Financing,5
TB-0900.1150,Business Recruitment and Attraction,4
TB-0900.1150-150,Enterprise Zones,5
TB-0900.1150-200,Film Commissions,5
TB-0900.1150-300,Industrial Park Development,5
TB-0900.1150-800,Specialized Personnel Recruitment Programs,5
TB-0900.1200,Business Retention and Expansion,4
TB-0900.8000,Specialized Business Development,4
TB-0900.8000-330,International Business Development,5
TB-0900.8000-500,Minority Business Development,5
TB-0900.8000-600,Nonprofit Corporation Development,5
TB-0900.8000-800,Small Business Development,5
TB-1100,Business Support Organizations/Services,3
TB-1100.1000,Bulk Mailing Services,4
TB-1100.1300,Copy Centers,4
TB-1100.1500,Courier Services,4
TB-1100.2500,Graphic/Digital Design Services,4
TB-1100.3000,Industrial Design Services,4
TB-1100.6300,Personal Concierge Services,4
TB-1100.6400,Post Offices,4
TB-1100.6500,Private Mail Services,4
TB-1100.8000,Shredding Services,4
TB-1100.8500,Telephone Call Center Services,4
TB-1100.8600,Temporary Help Agencies,4
TB-1100.9000,Video Conferencing Facilities,4
TB-1500,Community Development Corporations,3
TB-1550,Community Development Financial Institutions,3
TB-3000,Housing Development,3
TB-3000.0400,Affordable Housing Development Incentives,4
TB-3000.1400,Community Housing Development Organizations,4
TB-3000.1500,Community Land Trusts,4
TB-3000.2000,Foreclosed Property Redevelopment Programs,4
TB-3000.3000,Housing Replacement Programs,4
TB-3000.7000,Rural Housing Development,4
TB-3000.9000,Urban Housing Development,4
TB-4500,Local Currency Systems,3
TB-7000,Redevelopment Programs,3
TB-7000.0300,Art District Development,4
TB-7000.0800,Brownfields Redevelopment,4
TB-7000.2000,Downtown Development,4
TB-7000.2000-500,Main Street Programs,5
TB-7000.6000,Neighborhood Revitalization,4
TB-7000.9000,Waterfront Development,4
TB-8200,Special Focus Community Economic Development,3
TB-8200.7000,Regional Economic Development,4
TB-8200.7500,Rural Economic Development,4
TB-8500,Technology Transfer Programs,3
TB-8700,Tourism Development,3
TC,Community Facilities/Centers,2
TC-0500,Agency Facility Space,3
TC-1000,Banquet Facilities,3
TC-1400,Civic Centers,3
TC-1500,Conference/Convention Facilities,3
TC-1700,Drop In Centers,3
TC-3300,Interview Space,3
TC-4000,Lecture Halls/Auditoriums,3
TC-5000,Meeting Space,3
TC-5500,Multipurpose Centers,3
TC-5500.1800,Ethnic Oriented Multipurpose Centers,4
TC-5500.2500,Gay/Lesbian/Bisexual/Transgender Community Centers,4
TC-5500.6000,Neighborhood Multipurpose Centers,4
TC-5500.8000,Senior Centers,4
TC-5500.9500,Women's Centers,4
TC-5500.9800,Youth Centers,4
TC-6300,Office Space,3
TC-7000,Retreat Centers,3
TC-9500,Workrooms,3
TD,Community Groups and Government/Administrative Offices,2
TD-0300,Administrative Entities,3
TD-0300.1200,City Departments/Offices,4
TD-0300.1300,County Departments/Offices,4
TD-0300.2000,Federal Government Agencies/Departments,4
TD-0300.6000,Nongovernmental Agency Departments,4
TD-0300.8000,State Government Agencies,4
TD-0350,Administrative/Support Services Offices,3
TD-0350.1000,Budget and Finance Offices,4
TD-0350.1500,Clerical Management/Support Services Offices,4
TD-0350.1600,Contracts/Procurement Offices,4
TD-0350.2000,Facility Management Offices,4
TD-0350.2200,Fleet Maintenance Offices,4
TD-0350.3000,Human Resource Management Offices,4
TD-0350.3300,Information Technology Management Offices,4
TD-0350.4500,Legal Department Offices,4
TD-0350.5000,Marketing Offices,4
TD-0350.6300,Organizational Assessment and Evaluation Offices,4
TD-0350.6350,Organizational Planning and Development Offices,4
TD-0350.6800,Public Relations Offices,4
TD-1100,Categorical Program Administrative Units,3
TD-1100.1400,Community Action Agencies,4
TD-1100.1500,Community Development Block Grant Agencies,4
TD-1100.1500-120,CDBG Delegate Agencies,5
TD-1100.1500-150,City CDBG Offices,5
TD-1100.1500-800,State CDBG Offices,5
TD-1100.2000,FEMA Emergency Food/Shelter Administrative Agencies,4
TD-1100.2000-400,Local FEMA Boards,5
TD-1100.2000-800,State Set Aside Committees,5
TD-1100.6500,Older Americans Act Administrative Agencies,4
TD-1100.6500-050,Area Agencies on Aging,5
TD-1100.6500-800,State Units on Aging,5
TD-1100.8500,Technology Act Administrative Agencies,4
TD-1100.8600,211 Administrative Entities,4
TD-1100.9000,Workforce Development Boards,4
TD-1200,Charities/Grantmaking Organizations,3
TD-1200.1500,Community Funds,4
TD-1200.1600,Corporate Giving Programs,4
TD-1200.1800,Federated Giving Programs,4
TD-1200.2500,Governmental Contracts/Grants Offices,4
TD-1200.3300,Internet Based Giving Programs,4
TD-1200.6500,Private Foundations,4
TD-1200.6500-150,Corporate Foundations,5
TD-1200.6500-200,Family Foundations,5
TD-1200.6500-330,Independent Foundations,5
TD-1200.6500-700,Private Operating Foundations,5
TD-1200.6600,Public Charities,4
TD-1200.6600-150,Community Foundations,5
TD-1200.6600-600,Public Foundations,5
TD-1200.6600-900,Voluntary Health Organizations,5
TD-1400,Civic Groups,3
TD-1400.0400,Arts/Humanities Councils,4
TD-1400.0500,Auxiliaries,4
TD-1400.1500,Corporate Volunteer Councils,4
TD-1400.2000,Fraternal Orders,4
TD-1400.6500,Patriotic Societies,4
TD-1400.8000,Service Clubs,4
TD-1400.9000,Veteran Membership Organizations,4
TD-1600,Community Action/Social Advocacy Groups,3
TD-1600.0500,Animal Rights Groups,4
TD-1600.1500,Consumer Action Groups,4
TD-1600.1530,Criminal Justice/Legal System Reform Groups,4
TD-1600.1530-060,Bail Reform Groups,5
TD-1600.1530-100,Civil Justice System Reform Groups,5
TD-1600.1530-120,Correctional System Reform Groups,5
TD-1600.1530-140,Criminal Offender Rights Groups,5
TD-1600.1530-180,Death Penalty Opponent Groups,5
TD-1600.1530-200,Death Penalty Proponent Groups,5
TD-1600.1530-350,Jury System Reform Groups,5
TD-1600.1530-380,Juvenile Justice System Reform Groups,5
TD-1600.1530-450,Law Enforcement Reform Groups,5
TD-1600.1530-650,Parole System Reform Groups,5
TD-1600.1530-800,Sentencing Reform Groups,5
TD-1600.1550,Cultural Heritage Groups,4
TD-1600.1750,Ecumenical Action Groups,4
TD-1600.1770,Education Advocacy Groups,4
TD-1600.1790,Employment Related Advocacy Groups,4
TD-1600.1800,Environmental Improvement Groups,4
TD-1600.2300,Government Reform Groups,4
TD-1600.2400,Government Watchdog Groups,4
TD-1600.2500,Gun Control Groups,4
TD-1600.2550,Gun Rights Groups,4
TD-1600.2570,Health Related Advocacy Groups,4
TD-1600.2600,Homelessness  Advocacy Groups,4
TD-1600.2800,Housing Advocacy Groups,4
TD-1600.3000,Human Relations Groups,4
TD-1600.3100,Human Rights Groups,4
TD-1600.3100-140,Children's Rights Groups,5
TD-1600.3100-160,Constitutional/Civil Rights Groups,5
TD-1600.3100-180,Disability Rights Groups,5
TD-1600.3100-200,Ethnic Advocacy Groups,5
TD-1600.3100-250,Gay/Lesbian/Bisexual/Transgender Advocacy Groups,5
TD-1600.3100-330,Immigrant Rights Groups,5
TD-1600.3100-500,Men's Advocacy Groups,5
TD-1600.3100-550,Mental Health Associations,5
TD-1600.3100-650,Reproductive Rights Groups,5
TD-1600.3100-700,Right to Die Groups,5
TD-1600.3100-750,Right to Life Groups,5
TD-1600.3100-800,Senior Advocacy Groups,5
TD-1600.3100-850,Victim's Rights Groups,5
TD-1600.3100-950,Women's Advocacy Groups,5
TD-1600.3200,Hunger/Poverty Action Groups,4
TD-1600.3450,Interfaith Groups,4
TD-1600.5000,Media Interest Groups,4
TD-1600.6000,Neighborhood Improvement Groups,4
TD-1600.6550,Police/Community Relations Groups,4
TD-1600.6600,Political Action/Lobbying Groups,4
TD-1600.6700,Privacy Rights Groups,4
TD-1600.8500,Transportation Advocacy Groups,4
TD-6500,Planning/Coordinating/Advisory Groups,3
TD-6600,Public Officials Offices,3
TD-6600.2200,Federal Officials Offices,4
TD-6600.2200-650,Office of the President of the United States,5
TD-6600.2200-900,United States House of Representatives Offices,5
TD-6600.2200-950,United States Senate Offices,5
TD-6600.4500,Local Officials Offices,4
TD-6600.4500-020,City/Town Auditor Offices,5
TD-6600.4500-040,City/Town Clerk Offices,5
TD-6600.4500-060,City/Town Council Offices,5
TD-6600.4500-080,City/Town Finance Offices,5
TD-6600.4500-120,City/Town Managers Offices,5
TD-6600.4500-140,County Auditor Offices,5
TD-6600.4500-150,County Board of Supervisors Offices,5
TD-6600.4500-160,County Clerk of the Courts Offices,5
TD-6600.4500-200,County Controller Offices,5
TD-6600.4500-240,County Elections Director Offices,5
TD-6600.4500-260,County Executive Offices,5
TD-6600.4500-300,County Recorder Offices,5
TD-6600.4500-340,County Supervisors Offices,5
TD-6600.4500-360,County Treasurer Offices,5
TD-6600.4500-500,Mayors Offices,5
TD-6600.4500-850,Town Criers,5
TD-6600.4500-865,Tribal Council Offices,5
TD-6600.8000,State Officials Offices,4
TD-6600.8000-300,Governor Offices,5
TD-6600.8000-450,Lieutenant Governor Offices,5
TD-6600.8000-700,State Auditor Offices,5
TD-6600.8000-740,State Comptroller Offices,5
TD-6600.8000-760,State Insurance Commissioner Offices,5
TD-6600.8000-780,State Land Commissioner Offices,5
TD-6600.8000-800,State Legislature Offices,5
TD-6600.8000-820,State Secretary of State Offices,5
TD-6600.8000-840,State Superintendent of Public Instruction Offices,5
TD-6600.8000-860,State Tax Commissioner Offices,5
TD-6600.8000-880,State Treasurer Offices,5
TE,Community Planning and Public Works,2
TE-1000,Building and Safety,3
TE-1000.0030,Abandoned Building Security,4
TE-1000.0700,Building Code Enforcement/Appeals,4
TE-1000.0700-050,Building Code Appeals,5
TE-1000.0700-120,Building Code Information,5
TE-1000.0700-140,Building Code Violations Consultation,5
TE-1000.0700-160,Building Code Violations Records,5
TE-1000.0700-180,Building Code Violations Reporting,5
TE-1000.0800,Building Condemnation/Demolition,4
TE-1000.0900,Building Deconstruction Programs,4
TE-1000.1000,Building Inspection,4
TE-1000.1000-050,Abandoned Building Inspection,5
TE-1000.1000-100,Building Condition Evaluation,5
TE-1000.1000-150,Construction Inspection,5
TE-1000.1000-150.18,Electrical Inspection,6
TE-1000.1000-150.25,General Construction Inspection,6
TE-1000.1000-150.50,Mechanical Inspection,6
TE-1000.1000-150.65,Plumbing Inspection,6
TE-1000.1000-500,Manufactured/Mobile Home Park Inspection,5
TE-1000.1000-630,Occupancy Inspection,5
TE-1000.1100,Building Plan Check,4
TE-1000.1500,Construction/Development Permits,4
TE-1000.1500-100,Building Permits,5
TE-1000.1500-130,Coastal Permits,5
TE-1000.1500-150,Driveway/Sidewalk Permits,5
TE-1000.1500-180,Electrical Permits,5
TE-1000.1500-190,Elevator Permits,5
TE-1000.1500-200,Encroachment Permits,5
TE-1000.1500-210,Excavation Permits,5
TE-1000.1500-230,Fence Permits,5
TE-1000.1500-250,Grading Permits,5
TE-1000.1500-480,Manufactured/Mobile Home Park Building Permits,5
TE-1000.1500-490,Manufactured/Mobile Home Placement Permits,5
TE-1000.1500-500,Mechanical Permits,5
TE-1000.1500-650,Plumbing Permits,5
TE-1000.1500-740,Septic System Permits,5
TE-1000.1500-740.80,Septic System Abandonment Permits,6
TE-1000.1500-740.85,Septic System Installation Permits,6
TE-1000.1500-745,Sewer Connection Permits,5
TE-1000.1500-755,Site Alteration Permits,5
TE-1000.1500-780,Swimming Pool Enclosure Permits,5
TE-1000.1500-800,Swimming Pool Permits,5
TE-1000.1500-950,Water Connection Permits,5
TE-2000,Flood/Siltation Control,3
TE-2500,Graffiti Removal,3
TE-2500.1500,Commercial Graffiti Removal,4
TE-2500.6500,Graffiti Removal Paint Banks,4
TE-2500.7000,Residential Graffiti Removal,4
TE-4510,Land Development Services,3
TE-4510.4500,Land Development Appeals/Hearings,4
TE-4510.4550,Land Development Application Review/Approval,4
TE-4510.4550-040,Annexations/Incorporations Approval,5
TE-4510.4550-170,Design Review/Approval,5
TE-4510.4550-180,Development Review Hearings,5
TE-4510.4550-190,Environmental Impact Report Review/Certification,5
TE-4510.4550-450,Lot Split Approvals,5
TE-4510.4550-650,Plan/Ordinance Compliance Review,5
TE-4510.4550-660,Proposed Zoning Review/Approval,5
TE-4510.4550-815,Site Plan Review/Approval,5
TE-4510.4550-820,Subdivision Assumption,5
TE-4510.4550-825,Subdivision Plat Review/Approval,5
TE-4510.4575,Land Development Information,4
TE-4510.4600,Land Development Support Services,4
TE-4510.4600-040,Architectural Design Services,5
TE-4510.4600-190,Environmental Impact Report Preparation,5
TE-4510.4600-250,Green Building Initiatives,5
TE-4510.4600-330,Interior Design Services,5
TE-4510.4600-450,Landscape Design Services,5
TE-4520,Land Use Planning and Regulation Bodies,3
TE-4520.1500,City/County Planning Offices,4
TE-4520.1525,City/County Surveyor Services,4
TE-4520.1800,Design Review Boards,4
TE-4520.6500,Planning Commissions,4
TE-4520.6500-450,Local Planning Commissions,5
TE-4520.6500-700,Regional Planning Commissions,5
TE-4520.8000,State Land Use Planning Offices,4
TE-4520.9800,Zoning Adjustment Boards,4
TE-4525,Land Use Planning and Regulation Services,3
TE-4525.4500,Land Use Planning,4
TE-4525.4500-450,Land Use Plan Approval,5
TE-4525.4500-460,Land Use Plan Development/Amendment,5
TE-4525.4500-460.25,General Plan Development/Amendment,6
TE-4525.4500-460.80,Specific/Area Plan Development/Amendment,6
TE-4525.4600,Land Use Regulation,4
TE-4525.4600-180,Development Moratoriums,5
TE-4525.4600-600,Overlay Zones/Districts,5
TE-4525.4600-650,Planned Unit Development,5
TE-4525.4600-800,Subdivision Regulation,5
TE-4525.4600-850,Transfer of Development Rights,5
TE-4525.4600-980,Zoning,5
TE-4525.4600-980.75,Zoning Appeals/Hearings,6
TE-4525.4600-980.80,Zoning Change Requests,6
TE-4525.4600-980.85,Zoning Information,6
TE-4525.4600-980.90,Zoning Ordinance Development,6
TE-4525.4600-980.95,Zoning Violations Reporting,6
TE-6400,Port Facilities Development/Maintenance,3
TE-6450,Power Line/Pipeline Information,3
TE-6500,Public Parking,3
TE-6500.6400,Parking Facilities,4
